ID;Filename;Link;Catalog;Title;Date;Creator;Contributor;Publisher;Width;Height;Scale;Shelfmark;;Remarks;Questions
1874/348542;0214020001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348542;http://hdl.handle.net/1874/348542;Nova totius provinciae Groningo-Omlandiae in Belgio tabula;1784;J. Bausch sculps.;;Norimbergae : edentibus Homannianis Heredibus;530;460;Schaal: [ca. 1:190.000];KAART: *VIII*.B.c.2 (Dk38-4);;;
1874/348543;0214040001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348543;http://hdl.handle.net/1874/348543;Groninga dominium;1635;auctore Bartholdo Wicheringe ; sculpserunt Everardus Sim. Hamers-veldt et Sal. Rogeri.;Amstelodami : excudebat Joannes Janssonius;500;380;Schaal [ca. 1:175.000];KAART: *VIII*.B.c.4 (Dk38-4);;;
1874/348544;0214090001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348544;http://hdl.handle.net/1874/348544;Groningae et Omlandiae Dominium vulgo De Provincie van Stadt en Lande, cum subjacent. territ. praefect. et tractibus;1750;distincte ac noviter in geograph. tabulam redactum per Lud. Tjardae a Starckenburg et Nicol. Visscher Amst. Bat. ; A. Hogeboom sculp.;[Amsterdam] : nunc apud Petrum Schenk Junior;560;460;Schaal [ca. 1:100.000];KAART: *VIII*.B.c.6 (Dk38-4);;;
1874/348545;0214100001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348545;http://hdl.handle.net/1874/348545;Groeninga.;1649;;;[Amsterdam : Joan Blaeu];520;410;Schaal [ca. 1:4.700];KAART: *VIII*.B.c.7 (Dk38-4);;;
1874/348546;0214110001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348546;http://hdl.handle.net/1874/348546;Kaart der doorbraken en overstrooming van Groningen op den 4 February 1825.;1825;;;Te Amsterdam : bij E. Maaskamp;240;180;Schaal [ca. 1:480.000];KAART: *VIII*.B.c.9 (Dk38-4);;;
1874/348547;0214120001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348547;http://hdl.handle.net/1874/348547;Dominii Groningae nec non maximae partis Drentiae novissima delineatio;1697;per Carolum Allard.;;'t Amsterdam : by Carel Allard;560;470;Schaal [ca 1:180.000];KAART: *VIII*.B.c.11 (Dk38-4);;;
1874/348548;0214130001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348548;http://hdl.handle.net/1874/348548;Groningen en Ommelanden.;1725;;;[Leeuwarden] : [Halma];330;430;Schaal [ca. 1:230.000];KAART: *VIII*.B.c.12 (Dk38-4);;;
1874/349896;0214380001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-349896;http://hdl.handle.net/1874/349896;Hydrographische kaart der monden van de Eems met de Uithuizer en Groninger Wadden tot Hornhuizen;1853;trigonometrisch opgenomen en in plan gebragt op last van het Departement van Marine door S.J. Keuchenius, 1833 ;" gegrav. door J.C. Zurcher ;  herz. door A. van Rhijn, 1850 ;  corr. d. v. Baarsel & Tuyn, 1853.";['s-Gravenhage] : Departement van Marine;1000;880;Schaal 1:50.000.;KAART: *VIII*.B.c.14 (Dk50-9);;;
1874/351612;0214140001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351612;http://hdl.handle.net/1874/351612;Kaart van de provincie Groningen waarop grootendeels de uitkomsten van de aldaar in de jaren 1855 tot 1859 gedane waterpassingen zijn aangewezen;1861;op last van Heeren Gedeputeerde Staten dier provincie en onder toezigt van C. Brunings... opgemaakt door K. van Rijn ; op steen gegraveerd door C. Fehse.;Te Groningen : bij J. Oomkens Jz;950;1420;Schaal 1:50.000.;KAART: *VIII*.B.c.15 (Dk38-4);;;
1874/348549;0214390001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348549;http://hdl.handle.net/1874/348549;Frisiae Dominium vernacule Friesland : verdeeld in de hoofd-deelen van Oostergoo, Westergoo en Sevenwolden, als ook de 11 steden zynde noch onderschyden in XXX grieteneyen;1750;na de nieuste afmeetingen geteekend, uyt gegeeven door François Halma.;;t'Utrecht : bij C. Kribber;590;510;Schaal [ca. 1:130.000];KAART: *VIII*.B.d.1 (Dk38-5);;;
1874/348647;0214400001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348647;http://hdl.handle.net/1874/348647;De Grietenie van Barra-deel : alwaer tegenwoordigh d'ed. heer Jr. Douwe van Walta grietman is, Andries Jansz bisitter, Matthias Idzinga secretaris;1664;designantt. S.A. et S.G. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; item B.S.S. [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2a (Dk38-5);;;
1874/348550;0214410001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348550;http://hdl.handle.net/1874/348550;Oostergoa olim Aestrachia;1664;auctor[ibus] Bernhardo Schotano à Sterringa, Suffrido Haacma et Sixto Gravio.;;[Franeker] : [Johannes Wellens];510;420;;KAART: *VIII*.B.d.2A (Dk38-5);;;
1874/348551;0214440001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348551;http://hdl.handle.net/1874/348551;"De Grietenie van Franeker Deel : waer over althans d'ed. heer Jr. Johan van Goslinga grietman is, Take Sibrandts Strinsma bysitter ; Sibrandus Brunia secretaris";1664;designantt. S.A. et S.G. et B.S.S. [=Sjoerd Aetesz Haackma et Sixtus Gravius et Bernardus Schotanus à Sterringa];;[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2b (Dk38-5);;;
1874/348552;0214450001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348552;http://hdl.handle.net/1874/348552;Westergoa olim Westrachia;1664;Bernhardo Schotano à Sterringa, Suffrido Haacma et Sixto Gravio autoribus.;;[Franeker] : [Johannes Wellens];520;280;;KAART: *VIII*.B.d.2B (Dk38-5);;;
1874/348553;0214460001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348553;http://hdl.handle.net/1874/348553;De Grietenye van Wymbritzeradeel : waer over tegenwoordig de ed. heer Jr. Duco Martna van Burmania grietman is, bysitters zyn Lambert van Velsen, Rein Gravius, Henne Riencksz, Dr. Johannes Tyßen secretaris;1664;S.A.H. [et] S.G. et B.S.S. dimetientib. [=Sjoerd Aetesz Haackma et Sixtus Gravius et Bernardus Schotanus à Sterringa];;[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2c (Dk38-5);;;
1874/348554;0214470001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348554;http://hdl.handle.net/1874/348554;Septem silvae vulgo Seven Wolden olim forestensis;1664;Bernhardo Schotano à Sterringa, Suffrido Haacma et Sixto Gravio autoribus.;;[Franeker] : [Johannes Wellens];660;370;;KAART: *VIII*.B.d.2C (Dk38-5);;;
1874/348555;0214480001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348555;http://hdl.handle.net/1874/348555;De Grietenie van Hemelumer Oldevaert ende Noortwolde : waer over althans grietman is d'edl. heer Jr. Jarick van Grovestins, bysitters Pieter Gerrits, Reynier Claesz, Hendrick Harmans, Sibolt Wopkes Jaersma, Rudolphus Haarsma secretaris;1664;designantt. S.A. et S.G. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; iterum dim. et emend. B.S.S [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2d (Dk38-5);;;
1874/348556;0214490001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348556;http://hdl.handle.net/1874/348556;De Grietenye van der Bildt : waer over d'ed. heer Jr. Wilhelmus van Haren tegenwoordig grietman is, bysitters zyn Cornelis Feyckesz., Dirck Pietersz., secretaris Wilhelmus Wyngaerden;1664;designantibus S.A.H. et S.G. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; emendante B.S. a. S [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2e (Dk38-5);;;
1874/348557;0214500001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348557;http://hdl.handle.net/1874/348557;"De Grietenye van Baerdera-deel : waer over de ed. heer Jr. Douwe Aylva van Loo, heer van Hodempyl &amp;c. tegenwoordig grietman is, bysitters zyn Wieger Rommertsz Vogelsang, Hotze Sjoerdtsz, Eelcke Sipkesz., secretaris Zachæus Idzinga";1664;designantibus S.A.H. et S.G. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; emend. B.S. à S [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2f (Dk38-5);;;
1874/348558;0214510001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348558;http://hdl.handle.net/1874/348558;De Grietenye van Rauwerderhem : waer over althans de ed. heer Jr. Frans van Eysinga grietman is, Ane Hansz Agricola bysitter, Wibrandus Reynalda secretaris;1664;designantibus S.A.H. et S.G. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; emend. B.S. à S [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2g (Dk38-5);;;
1874/348559;0214520001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348559;http://hdl.handle.net/1874/348559;De Grietenie van Hennaerdera deel : waer over de ed. heer Ir. Oene van Groustins althans grietman is, bysitters zyn Tiaerdt Ietsesz, Uylke Baerd, secretaris Sixtus Tzommeri;1664;designantibus S.A.H. et S.G. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; emend. B.S.S. [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2h (Dk38-5);;;
1874/348560;0214530001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348560;http://hdl.handle.net/1874/348560;De Grietenye van Wonsera-deel : waer over althans grietman is de ed. heer Jr. Tako van Kamminga, bysitters zyn binnendycks Jan Jacobs Sibranda, Robyn Bonnema, buytendycks Piecke Eelkesz Meelsma, Schelte Gaabes Reynsma, secretaris Tarquinius Boelens I.U.D.;1664;demetientibus S.A.H. [et] S.G. et B.S.S.[=Sjoerd Aetesz Haackma et Sixtus Gravius et Bernardus Schotanus à Sterringa];;[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2k (Dk38-5);;;
1874/348561;0214540001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348561;http://hdl.handle.net/1874/348561;De Grietenie van Smallingerlandt : waer over d'E. heer Arent van Haarsma grietman is, bysitters Hinne Sjoerdtsz, Lambert Erytsz., secretaris Sixtus Fockens Eringa;1664;dimetiente Broerio Boelens geometra et mathematico.;;[S.l.] : [s.n.];410;280;Schaal [ca. 1:50.000];KAART: *VIII*.B.d.2l (Dk38-5);;;
1874/348562;0214550001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348562;http://hdl.handle.net/1874/348562;De Grietenye van Achtkerspelen : waer over althans d'e. heer Livius van Scheltinga grietman is, bysitters zyn Jan Eyssesz, Gercke Hansz., secret. Nicolaus Bay;1664;designatore Martino Frederici.;;[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2m (Dk38-5);;;
1874/348563;0214560001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348563;http://hdl.handle.net/1874/348563;De Grietenye van Dantumadeel : waer over tegenwoordig de ed. heer Jr. Sjoerdt van Aylva grietman is, bysitters syn Folcke Binnertsz., Wieger Wielckesz., secretaris Jacobus Canter J.U.D.;1664;designatore Martino Frederici.;;[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2n (Dk38-5);;;
1874/348564;0214570001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348564;http://hdl.handle.net/1874/348564;De Grietenye van Tzietzerckstera-deel : waer over tegenwoordigh de ed. heer Jr. Scipio Meckhama van Aylva heer van Tammingaburg, Hoornhuysum, Cloosterbuyren &c grietman is, bysitters zyn Wepke Wblesz, Bote Fetzesz, secret. Cornelius Recalf J.U.D;1664;delineantibus S.H. [et] S.G. et B.S.S.[=Sjoerd Aetesz Haackma et Sixtus Gravius et Bernardus Schotanus à Sterringa];;[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2o (Dk38-5);;;
1874/348565;0214580001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348565;http://hdl.handle.net/1874/348565;De Grietenye van Ydaerdera-deel : waer over d'e. heer Carel van Roorda tegenwoordigh grietman is, bysitters zyn Frederick Jansz, Douwe Sipkesz., Valerius Gravius secretaris;1664;S.A. Haacma et S. Gravio designatoribus ; item B.S.S [Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];360;290;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2p (Dk38-5);;;
1874/348648;0214590001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348648;http://hdl.handle.net/1874/348648;De Grietenie van Menaldema Deel : waer over althans de ed. heere Edserd van Groustins grietman is, Sioucke Keympez, Krelis Tyssen bysitters, Vitus Johannis Sexti secretaris;1664;designantibus S.A.H. et S.G. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; emendante B.S.S. [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2q (Dk38-5);;;
1874/348566;0214600001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348566;http://hdl.handle.net/1874/348566;De Grietenye van Dongerdeel west-zyde der Pasens : waer over althans grietman is de Ed. heer Ir. Ernst Sicke van Aylva, bysitters Jurjen Jacklesz Stinstra, Jan Yesz, Sibe Feyckesz, secretaris Zacharias Huber;1664;designantt. S.A.H. et S.G. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; item B.S.S. [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2r (Dk38-5);;;
1874/348570;0214640001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348570;http://hdl.handle.net/1874/348570;De Grietenie van Dongerdeel oost zyde der Paessens : alwaer althans d'ed. heer Jr. Georg Wilco baron tot Swartzenberg end Hogenlandsberg heer van Vischhuysen Grietman is, Wibe Annesz, Jan Sakesz, bysitters, Nicolaus Doenga secretaris;1664;designantt. S.A. et S.G. & B.S.S. [=Sjoerd Aetesz Haackma et Sixtus Gravius et Bernardus Schotanus à Sterringa];;[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2s (Dk38-5);;;
1874/348567;0214610001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348567;http://hdl.handle.net/1874/348567;De Grietenye van Leeuwerderda-deel : waer over althans Grietman is d'ed. heer Jr. Douwe van Aylva, bysitters zyn van 't Suyder Trimdel, Cornelis Pauwelsz, Noorder Trimdel, Hotze Ysbrandtsz. Mellinga, Claes Edesz., secretaris Nicolaus Sixti J.U.D.;1664;dimetientib. S.A. Haacma [et] S. Gravo et B.S.S.;;[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2t (Dk38-5);;;
1874/348568;0214620001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348568;http://hdl.handle.net/1874/348568;De Grietenye van Ferwerdera-deel : waer over tegenwoordigh d'ed. heer Jr. Bartold van Douma grietman is, Ysbrandt Offesz bysitter, Cornellius Viglius J.U.D. secretaris;1664;designantt S.A.H. et S.G. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; emend B.S. à S. [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];360;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2u (Dk38-5);;;
1874/348569;0214630001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348569;http://hdl.handle.net/1874/348569;De Grietenye van Kollumerlandt : waer over tegenwoordig d'Ed. heer Jr. Feyo van Scheltema grietman is, bysitters zyn Jelis Eelckesz., Pieter Jarichsz., secretaris Gajus van Broersma;1664;[Martinus Frederici];;[S.l.] : [s.n.];300;220;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2v (Dk38-5);;;
1874/348571;0214650001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348571;http://hdl.handle.net/1874/348571;De Grietenye van Hasscherlandt : waer over altans de e. heer Egbert van Baerdt grietman is, bysitters zyn Jorck Annesz., Hans Sibesz Rouckema, Pieter Jellesz. Hylckama secret.;1664;designantibus S.A. Haacma et S.Gravio ; item B.S. à S. [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];340;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2w (Dk38-5);;;
1874/348572;0214660001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348572;http://hdl.handle.net/1874/348572;De Grietenye van Utingeradeel : waer over tegenwoordig de ed. heer Regnerus van Andringa grietman is, bysitters zyn Riemer Haentjesz, Agge Hessels, secretaris Cyprianus Ruffardt;1664;S. Atonis Haacma et S. Gravio designantibus ; emend. B.S.S. [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];370;290;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2x (Dk38-5);;;
1874/348573;0214670001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348573;http://hdl.handle.net/1874/348573;De Grietenye van Aengewerden : waer over altans de E. heer Jacobus Bouricius grietman is, Tys Hylckesz Dekama bysitter, Upco van Aerssen secretaris;1664;designantibus S.A.H et S.G. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; item B.S. à S. [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];340;260;Schaal [ca. 1:50.000];KAART: *VIII*.B.d.2y (Dk38-5);;;
1874/348574;0214680001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348574;http://hdl.handle.net/1874/348574;De Grietenye van Doniawerstal : waer over tegenwoordig de ed. heer Jr. Sibrand van Osinga grietman is, bysitters syn Sytze Jansz Wierda, Agge Broersz, Epe van Hettinga, Idzaerd Broersma, Johan van Echten secretaris;1664;S.A.H. et S.G. designantt. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; item B.S. à S. [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];370;290;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2z (Dk38-5);;;
1874/348575;0214690001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348575;http://hdl.handle.net/1874/348575;De Grietenye van Lemster-landt : waer over tegenwoordig grietman is d'Ed. heer Jr. Frederick van Roorda, bysitters Wilhelmus Johannis Tibbetman, Iete Waabesz, Bernhardus Echten secretaris;1664;designantibus S.A.H. et S.G. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; item B.S.S. [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];320;230;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2aa (Dk38-5);;;
1874/348576;0214700001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348576;http://hdl.handle.net/1874/348576;De Grietenye van Schoterlandt : waer over tegenwoordig grietman is d'E. heer Daniel de Blocq van Scheltinga, Jan Wybes, Fedde Rouckesz bysitters, Ægidius à Broersma secretaris;1664;designantt. S.A.H. et S.G. et B.S.S. [=Sjoerd Aetesz Haackma et Sixtus Gravius et Bernardus Schotanus à Sterringa];;[S.l.] : [s.n.];410;340;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2bb (Dk38-5);;;
1874/348577;0214710001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348577;http://hdl.handle.net/1874/348577;De Grietenie van Gaesterlandt : waer over tegenwoordigh d'e. heer Johannes van Scheltinga grietman is, bysitters Uylcke Pottesz., Poppæus Walrich, Heercke Wytjesz., secretaris Goitjen Haentjesz Ottema;1664;designantt. S.A. et S.G. et B.S.S. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; item B.S.S. [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];340;260;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2cc (Dk38-5);;;
1874/348578;0214720001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348578;http://hdl.handle.net/1874/348578;De Grietenie van Opsterlandt : waer over d'E. heer Martinus Fockens altans grietman is, bysitters syn Wybe Sytjes, Boele Broers, secretaris Saco Fockens;1664;designantibus S.A. Haacma et S. Gravio ; item B.S.S. [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];440;290;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2dd (Dk38-5);;;
1874/348579;0214730001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348579;http://hdl.handle.net/1874/348579;De Grietenie van Stellingwerf West Eynde : waer over tegenwoordigh d'E. heer Dirck van Baardt grietman is, bisitters Pier Pietersz., Geert Hendricx, Jan Heynsz, secretaris Schelto Julius van Aitsema J.U.D.;1664;demetientibus S.A.H. et S.G. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; item B.S. à S. [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];440;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2ee (Dk38-5);;;
1874/348580;0214740001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348580;http://hdl.handle.net/1874/348580;De Grietenye van Stellingwerf Oost Eynde : waer over jegenwoordigh d'E. heer Philibertus Lycklama van Nyeholt grietman is, bysitters zyn Luytjen Foppesz., Johannes Martensz, Laelius Swaga secretaris;1664;designantibus S.A.H. et S.G. [=Sjoerd Aetesz Haackma et Sixtus Gravius] ; item B.S. à S. [=Bernardus Schotanus à Sterringa];[S.l.] : [s.n.];370;280;Schaal [ca. 1:66.000];KAART: *VIII*.B.d.2ff (Dk38-5);;;
1874/348581;0214840001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348581;http://hdl.handle.net/1874/348581;Nieuwe kaart van Friesland : behoorende tot het Vaderlandsch woordenboek van Jacobus Kok;1782;A. v. Krevelt sculpsit, Amsterdam 1781.;;[S.l.] : [s.n.];430;330;;KAART: *VIII*.B.d.3 (Dk38-5);;;
1874/348582;0214850001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348582;http://hdl.handle.net/1874/348582;Friesland met de zee ten westen in haar stroomen en zanden nooit dus uitgegeeven;1725;F. Ottens j[unior] f.;;[Leeuwarden] : [Hendrik Halma];430;330;Schaal [ca. 1:250.000];KAART: *VIII*.B.d.4 (Dk38-5);;;
1874/348592;0214970001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348592;http://hdl.handle.net/1874/348592;Oostergo.;1744;;;[Amsterdam] : [Isaak Tirion];400;320;Schaal [ca. 1:160.000].;KAART: *VIII*.B.d.5 (Dk38-5);;;
1874/348593;0214980001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348593;http://hdl.handle.net/1874/348593;Westergo.;1744;;;[Amsterdam] : [Isaak Tirion];330;410;Schaal [ca. 1:150.000].;KAART: *VIII*.B.d.5 (Dk38-5);;;
1874/348594;0214990001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348594;http://hdl.handle.net/1874/348594;Zevenwolden.;1744;;;[Amsterdam] : [Isaak Tirion];400;330;Schaal [ca. 1:200.000];KAART: *VIII*.B.d.5 (Dk38-5);;;
1874/348583;0214870001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348583;http://hdl.handle.net/1874/348583;Frisiae occidentalis typus.;1648;;;[Amsterdam] : [Johannes Janssonius];310;230;Schaal [ca. 1:400.000];KAART: *VIII*.B.d.6 (Dk38-5);;;
1874/348584;0214880001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348584;http://hdl.handle.net/1874/348584;Nieuwe kaart van de provincie Friesland;1792;J.C. de Roeder delin. ; H. Klockhoff direx. sculp.;[Amsterdam] : [Johannes Allart];220;180;Schaal [ca. 1:500.000];KAART: *VIII*.B.d.7 (Dk38-5);;;
1874/348586;0214910001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348586;http://hdl.handle.net/1874/348586;Frisia Occidentalis;1609;Sibrandus Leonis Leovardiensis describ.;;[Antwerpen] : [Abraham Ortelius];490;360;Schaal [1:300.00];KAART: *VIII*.B.d.10 (Dk38-5);;;
1874/348587;0214920001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348587;http://hdl.handle.net/1874/348587;Leoverdia.;1650;;;[S.l.] : [s.n.];510;420;;KAART: *VIII*.B.d.11 (Dk38-5);;;
1874/348588;0214930001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348588;http://hdl.handle.net/1874/348588;Franekera.;1650;;;[S.l.] : [s.n.];520;420;;KAART: *VIII*.B.d.12 (Dk38-5);;;
1874/348589;0214940001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348589;http://hdl.handle.net/1874/348589;Harlingen.;1649;;;[S.l.] : [s.n.];500;390;;KAART: *VIII*.B.d.13 (Dk38-5);;;
1874/348590;0214950001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348590;http://hdl.handle.net/1874/348590;Kaart der doorbraken en overstrooming van Friesland op den 4 february 1825.;1825;;;Te Amsterdam : bij E. Maaskamp;240;180;Schaal [ca. 1:430.000];KAART: *VIII*.B.d.14 (Dk38-5);;;
1874/348591;0214960001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348591;http://hdl.handle.net/1874/348591;Charte von Friesland;1786;nach R. u. I. Otttens grossen Charte und den neuesten Astronomischen Observationen entworfen von F.L. Güssefeld.;;N : ;570;480;Schaal [ca. 1:137.000];KAART: *VIII*.B.d.15 (Dk38-5);;;
1874/351613;0215000001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-351613;http://hdl.handle.net/1874/351613;Leeuwarderadeel, de eerste grietenij van Oostergoo, benevens de stad Leeuwarden met haar grondgebied : kadastrale gemeenten: 1. Huizum. 2. Hijum. 3. Jelsum. 4. Wirdum, Iste kanton (Leeuwarden), Iste Arrondissement (Leeuwarden) 1847 ...;1849;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;580;760;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (A1) (Dk49-1);;;
1874/348595;0215010001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348595;http://hdl.handle.net/1874/348595;Gemeente Ferwerderadeel, (voormalige tweede grietenij van Oostergoo) : kadastrale gemeenten: 1. Blija. 2. Ferwerd. 3. Marrum. 4. Hallum, IIIe kanton (Holwerd), Ie arrondissement (Leeuwarden) 1853 ...;1857;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;660;580;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (A2) (Dk49-1);;;
1874/348596;0215020001.tif;http://objects.library.uu.nl/reader/index.php?obj=1874-348596;http://hdl.handle.net/1874/348596;Gemeente West-Dongeradeel, (voormalige derde grietenij van Oostergoo) : kadastrale gemeenten: 1. Holwerd. 2. Ternaard. 3. Nes, IIIe kanton (Holwerd), Ie arrondissement (Leeuwarden) 1853 ...;1857;J.W. Witteveen delin[eavi]t ;" D. en H. Veelwaard sculps[erun]t ;  L. Schweickhardt scrips[i]t.";Leeuwarden : W. Eekhoff;630;570;Schaal 1:25.000.;KAART: *VIII*.B.d.16 (A3) (Dk49-1);;;
